tag,dataset,iteration,au,ag,peg,ctab,cit,pvp,ascorb,teos,uv1,uv2,saxs1,saxs2
IHS_16_cell,IHS,,6.126698641260909,0.0,1.686091152732492,0.1729587892215514,1.3338664216923677,3.3283466255795915,7.35203836951309,0.0,0.6666290252761969,2.4956790123456063,0.1357968319395696,-3.1267377860316
IHS_24_cell,IHS,,5.533145822027311,0.0,3.17755136924933,1.4663774132244247,1.675020139973754,1.5081302690924063,6.639774986432774,0.0,0.5723314606741545,3.039877300613481,0.0682757972294063,-3.2879212501974227
IHS_26_cell,IHS,,5.296557397253899,0.0,1.5100431429683692,1.360613275256053,3.595623095475016,1.881294212341984,6.355868876704679,0.0,0.6561797752809019,4.0,0.1693553543701974,-2.916655384364427
IHS_27_cell,IHS,,6.830478328172656,0.0,1.714027578632943,0.8223304542637968,0.6606974595633893,1.7758921855600305,8.196573993807187,0.0,0.6666666666666667,2.186605316973408,-0.1811864068202218,-4.214897590076617
IHS_28_cell,IHS,,7.299467118307278,0.0,1.17957028469485,1.092287648504677,0.5026430884639478,1.1666713180605162,8.759360541968732,0.0,0.7058823529411764,1.6666666666666667,-0.2536493773942564,-3.949644358848886
IHS_29_cell,IHS,,8.270146773837826,0.0,0.1863390252165121,0.8603471062890914,0.0479359427681691,0.7110550232830091,9.92417612860539,0.0,0.7777777777777779,1.023774689100237,0.1769220147066714,-2.772706154767668
day5_bayes1_2_cell,day5_bayes,1.0,3.445542541690952,0.0,0.4650745944848611,1.168106110743448,0.2933675938275941,10.493258109224003,4.134651050029142,0.0,0.4269662921348365,1.675044883303553,0.0913567721243217,-2.9709728396990496
day5_bayes1_3_cell,day5_bayes,1.0,3.902133702527133,0.0,0.1792513077903199,0.3362165290523599,0.5030329408768917,10.396805076720735,4.68256044303256,0.0,0.4666421461030137,1.675044883303553,0.2030902797597365,-2.8915268972105395
day5_bayes1_4_cell,day5_bayes,1.0,3.555174162128454,0.0,0.0378994479714279,0.7168845949891904,1.2816335485310246,10.142199251825758,4.266208994554145,0.0,0.3994014811967684,4.0,0.2866668894382598,-2.703411008440991
day5_bayes1_5_cell,day5_bayes,1.0,4.03904158389135,0.0,0.3404960700420867,0.2699326351987786,0.5508937833977111,9.952786026800451,4.84684990066962,0.0,0.3929208081244642,1.3094736842106127,0.208808811959515,-2.5958056413024746
day5_bayes2_1_cell,day5_bayes,2.0,3.323822820795451,0.0,11.357272217978878,0.2111083544043442,0.7637295065705796,0.355479715296207,3.988587384954541,0.0,0.3820598006644495,1.6542553191487288,0.2814675434740139,-2.128857445079421
day5_bayes2_2_cell,day5_bayes,2.0,3.5147482655041684,0.0,10.949628045827549,0.0355172753309671,0.504682797521959,0.7777256972103573,4.217697918605002,0.0,0.260511054729986,0.5598159509202218,0.215720416375659,-2.51948943341278
day5_bayes2_3_cell,day5_bayes,2.0,3.639660020436428,0.0,10.97116874051848,0.1659858423680278,0.7584478535408504,0.097145518612502,4.367592024523713,0.0,0.3333333333333333,1.30392209392658,0.2074690635404779,-2.2362436656382307
day5_bayes2_4_cell,day5_bayes,2.0,3.51863970796598,0.0,10.93419955343022,0.1897002816745061,0.2648249793491217,0.8702678280209963,4.222367649559176,0.0,0.25,1.6542553191487288,0.323375362090972,-2.4621472740233483
day5_bayes2_5_cell,day5_bayes,2.0,3.781928008678332,0.0,10.713900207990388,0.1629996976068366,0.2880696593473844,0.5147888159630607,4.538313610413998,0.0,0.460674157303382,0.5,0.3671404557610891,-2.2310238358769543
day5_bayes2_7_cell,day5_bayes,2.0,3.672213327620734,0.0,1.644777817935423,0.15398709066266,9.788209811114198,0.3341559595221036,4.406655993144881,0.0,0.0,2.52845528455333,0.1795366355991922,-2.32195407414573
day5_bayes2_8_cell,day5_bayes,2.0,3.380559142498265,0.0,0.0591682202026485,2.10330528067458,9.49160421547026,0.90869217015633,4.056670970997918,0.0,0.25,2.0,0.6615457167907567,-1.258133391450565
day5_bayes2_9_cell,day5_bayes,2.0,4.794117262765248,0.0,0.0785302390849191,0.1664558356982036,8.863860321457016,0.3440956256763169,5.752940715318297,0.0,0.6,2.0,0.5123351865823823,-1.964969063950745
day5_bayes3_1_cell,day5_bayes,3.0,5.603067005853193,0.0,7.129550102408439,0.008728505421389,0.486290345480925,0.048683633812221,6.723680407023831,0.0,0.5833333333333334,2.866359447004764,0.1009832249162348,-3.287506454536638
day5_bayes3_3_cell,day5_bayes,3.0,6.231343444618304,0.0,5.955479302843657,0.0132085795772058,0.1227971800336575,0.1995593593852115,7.477612133541964,0.0,0.7142857142857143,1.554136590782939,0.159757770230454,-2.785099977176897
day5_bayes3_4_cell,day5_bayes,3.0,5.966171437168356,0.0,6.203123295233191,0.0435814772046233,0.3090215593809738,0.3186965064108274,7.159405724602027,0.0,0.6666666666666667,1.3189143341815626,0.2935781501977567,-2.2749774060744694
day5_bayes3_5_cell,day5_bayes,3.0,5.830479365349086,0.0,6.313260386111379,0.12675051340162,0.0329929897680123,0.6999415069510029,6.996575238418902,0.0,0.3616352201257903,2.0471492426253945,0.3387100053196242,-2.119846948426648
day5_bayes4_1_cell,day5_bayes,4.0,4.093548884200254,0.0,8.843214797846338,1.2949925788681855,0.1635268489758862,0.6924582290690332,4.912258661040304,0.0,0.5702247191011274,3.792682926829994,0.3634566747073023,-2.230326817159188
day5_bayes4_2_cell,day5_bayes,4.0,4.542318806715008,0.0,8.876659116816002,0.2966473779866427,0.751078065474826,0.0825140649495094,5.45078256805801,0.0,0.5833333333333334,4.962765957446186,0.3077686208806652,-2.387413735163777
day5_bayes4_3_cell,day5_bayes,4.0,4.455729816649601,0.0,8.864616796140298,0.1670107064423681,0.8910059566819128,0.2747609441063001,5.346875779979521,0.0,0.6363636363636365,2.333333333333333,0.2847422522746157,-2.3871561579187017
day5_bayes4_5_cell,day5_bayes,4.0,4.776918324719445,0.0,8.810810261972405,0.2299541780822149,0.0573039701598508,0.3927112754027504,5.732301989663334,0.0,0.6363636363636365,4.962765957446186,0.2210837200369282,-2.7362863028237707
day5_bayes5_1_cell,day5_bayes,5.0,7.068061496437327,0.0,3.992144370286482,0.1040630748915814,0.2471842419420768,0.106873020717741,8.481673795724792,0.0,0.6666666666666667,1.5258697591435897,0.0633422684426323,-3.0368323533710178
day5_bayes5_2_cell,day5_bayes,5.0,7.254662071477943,0.0,3.785839176632016,0.1960130484059574,0.026543418118086,0.0313477995924659,8.705594485773531,0.0,0.6666666666666667,1.6105644743655745,-0.0331445646944386,-3.222151334475754
day5_bayes5_4_cell,day5_bayes,5.0,7.246956626935882,0.0,3.6573794270958206,0.1382327490740773,0.0404500486555871,0.2206331959155763,8.696347952323057,0.0,0.6363636363636365,1.9197530864196968,0.2090612201838476,-1.9607983023192024
day6_bayes9_1_cell,day6_bayes,9.0,5.625343575272227,0.0,0.0247418079031152,0.1514903880398358,0.112282972596504,7.3357289658616445,6.750412290326673,0.0,0.6144256455921658,1.8149232218216351,0.125561072182511,-0.0931531205217838
day6_bayes10_1_cell,day6_bayes,10.0,3.204885965481848,0.0,6.351048795744113,0.0639717517626057,0.4755911057765882,6.058639222656629,3.8458631585782177,0.0,0.5,0.5583482944345177,0.5607225957119405,-0.5981645217026171
day6_bayes11_1_cell,day6_bayes,11.0,3.0219609782562524,0.0,0.3642560255156111,12.208722949471031,0.6169004739976043,0.1618063988519948,3.626353173907503,0.0,0.4857444561774004,0.0,0.8779569709959772,-0.9944354569572292
day6_bayes12_1_cell,day6_bayes,12.0,3.098786590157438,0.0,2.083546171249881,7.119313994494052,0.5201429036150894,3.459666432294616,3.718543908188925,0.0,0.0,0.0,0.8010264741050015,-0.9365261960316542
